ServiceID,CustomerID,CarModel,ServiceRating,ServiceCost,ComplaintType,ServiceDate
2029,1343,Ertiga,5,3814,Scratches,2022-03-18
2030,4448,Swift,3,5526,High Service Cost,2024-05-03
2031,3532,i20,3,11323,Engine Noise,2023-09-25
2032,4217,Swift,3,8630,Late Delivery,2022-01-13
2033,4726,XUV700,2,14657,Late Delivery,2023-01-25
2034,2555,Creta,3,13151,No Issue,2023-10-31
2035,2593,Seltos,1,6488,No Issue,2023-04-13
2036,4367,i20,1,6214,AC Problem,2023-12-05
2037,1577,Seltos,4,3773,AC Problem,2022-12-07
2038,1344,XUV700,1,14641,AC Problem,2022-11-07
2039,2420,Ertiga,4,10957,High Service Cost,2022-07-07
2040,3522,Alto,5,8046,High Service Cost,2023-11-12
2041,1524,Swift,2,13196,Scratches,2024-10-26
2042,2597,XUV700,1,3580,AC Problem,2023-09-06
2043,2947,Baleno,3,11853,Late Delivery,2022-10-07
2044,1045,i20,5,11862,AC Problem,2022-02-20
2045,2934,i20,3,10178,Late Delivery,2024-02-24
2046,2628,Harrier,4,3087,AC Problem,2023-08-18
2047,1980,Ertiga,4,9173,No Issue,2024-09-09
2048,2451,Swift,2,14139,Engine Noise,2022-12-13
2049,4294,City,5,5489,Engine Noise,2022-04-27
2050,3070,XUV700,4,8160,AC Problem,2022-03-16
2051,2892,Alto,3,14569,No Issue,2023-04-19
2052,3114,i20,1,10011,High Service Cost,2022-06-20
2053,1625,XUV700,1,4600,AC Problem,2023-12-27
2054,4554,XUV700,5,4489,AC Problem,2023-12-24
2055,3253,Harrier,5,8509,Late Delivery,2024-10-15
2056,4649,Harrier,4,9522,Late Delivery,2022-08-28
2057,4633,Swift,1,13573,AC Problem,2024-03-31
2058,4724,XUV700,2,11628,Late Delivery,2024-03-18
2059,1257,Creta,2,2815,Engine Noise,2022-03-17
2060,3010,Alto,2,10030,High Service Cost,2024-01-06
2061,3593,Seltos,2,10423,AC Problem,2023-10-04
2062,3855,City,4,11676,Engine Noise,2024-04-17
2063,1252,Creta,3,9257,High Service Cost,2022-09-17
2064,2604,City,2,9317,No Issue,2022-11-13
2065,2212,Alto,4,13847,High Service Cost,2023-12-18
2066,3200,Creta,2,10039,Engine Noise,2023-12-05
2067,2738,Ertiga,2,3478,Late Delivery,2023-07-02
2068,3124,Ertiga,3,6484,Engine Noise,2022-06-15
2069,3750,i20,2,3331,No Issue,2022-12-04
2070,3587,Creta,4,3280,Late Delivery,2024-03-26
2071,1724,Alto,4,4421,Engine Noise,2023-02-18
2072,3416,XUV700,1,13815,Late Delivery,2023-12-04
2073,1567,Ertiga,5,4239,No Issue,2024-02-11
2074,3671,Creta,2,13786,High Service Cost,2023-09-24
2075,2778,Alto,2,3405,High Service Cost,2023-05-05
2076,2177,Baleno,4,9603,Scratches,2023-12-26
2077,3202,Baleno,2,12079,Late Delivery,2023-03-25
2078,3841,Baleno,4,12374,AC Problem,2022-11-25
2079,1270,i20,1,10370,No Issue,2023-07-31
2080,1561,Creta,2,8365,Engine Noise,2023-01-02
2081,2532,City,1,10084,AC Problem,2024-08-13
2082,2413,Alto,1,10742,Engine Noise,2024-08-12
2083,4139,XUV700,5,8127,Scratches,2023-02-13
2084,3179,Alto,4,14843,Engine Noise,2022-02-19
2085,2693,Baleno,1,6074,No Issue,2022-07-02
2086,1844,i20,4,7432,No Issue,2023-01-29
2087,3312,Baleno,5,6904,High Service Cost,2024-09-16
2088,4753,XUV700,4,13558,Late Delivery,2024-05-26
2089,4853,Baleno,5,7779,Late Delivery,2022-07-05
2090,1219,Harrier,2,7653,Engine Noise,2022-03-30
2091,4623,Seltos,5,6252,Late Delivery,2024-10-11
2092,1898,Seltos,5,7933,Scratches,2022-03-27
2093,3984,XUV700,5,10392,Late Delivery,2022-04-30
2094,4036,Seltos,3,9556,AC Problem,2022-03-29
2095,3336,XUV700,1,5895,Engine Noise,2024-06-30
2096,2102,Ertiga,4,11538,Late Delivery,2022-12-27
2097,1750,XUV700,4,6440,AC Problem,2023-12-09
2098,4643,Seltos,3,4463,No Issue,2023-06-19
2099,3367,Alto,2,4144,No Issue,2023-08-18
2100,1317,i20,1,8097,High Service Cost,2023-11-27
2101,3534,Ertiga,1,10812,High Service Cost,2024-01-05
2102,4918,Alto,1,8883,High Service Cost,2024-08-28
2103,2414,Baleno,1,3777,High Service Cost,2022-02-22
2104,2772,Harrier,3,5880,Late Delivery,2023-02-07
2105,1587,i20,4,8684,AC Problem,2024-05-22
2106,2841,Creta,2,3132,Engine Noise,2024-04-01
2107,3086,XUV700,2,2954,Late Delivery,2023-09-30
2108,4270,Creta,2,2131,Engine Noise,2024-05-26
2109,3990,City,3,2604,Engine Noise,2023-12-14
2110,1104,Seltos,3,6661,Engine Noise,2022-02-21
2111,2605,Ertiga,5,9409,Engine Noise,2023-02-06
2112,4865,Seltos,3,3400,No Issue,2023-09-11
2113,1506,Baleno,1,13458,AC Problem,2023-10-26
2114,1569,Ertiga,4,14545,Engine Noise,2024-06-20
2115,1328,City,2,14267,Late Delivery,2022-08-11
2116,2714,XUV700,3,14131,Engine Noise,2023-10-29
2117,1983,Seltos,4,13085,No Issue,2022-06-23
2118,3355,i20,1,8447,Late Delivery,2022-12-13
2119,1221,i20,3,4548,AC Problem,2022-07-04
2120,3703,Baleno,3,14075,Scratches,2023-01-31
2121,4887,Ertiga,4,7759,Late Delivery,2022-11-09
2122,4098,i20,1,3885,No Issue,2023-12-11
2123,3720,Alto,3,2338,AC Problem,2023-07-19
2124,1150,Baleno,4,12258,No Issue,2023-04-07
2125,3220,City,1,7803,High Service Cost,2024-05-21
2126,3770,Swift,3,8558,Scratches,2024-03-31
2127,4939,Harrier,3,2910,Engine Noise,2022-04-25
2128,1978,Seltos,2,5996,No Issue,2024-05-13
2129,4093,Harrier,5,11045,High Service Cost,2023-01-18
2130,3857,Alto,1,6270,High Service Cost,2022-04-21
2131,3924,Swift,4,10019,AC Problem,2023-11-10
2132,2568,Alto,2,7500,Engine Noise,2023-09-05
2133,1620,Seltos,3,14278,AC Problem,2023-03-08
2134,4465,Swift,4,6614,Late Delivery,2024-02-29
2135,3094,City,2,2896,Scratches,2022-12-18
2136,2631,Baleno,2,10424,Engine Noise,2022-05-03
2137,2148,Ertiga,5,4758,AC Problem,2023-12-02
2138,4406,Swift,2,14821,Engine Noise,2024-04-27
2139,2318,City,1,11016,Late Delivery,2024-08-19
2140,3937,Seltos,5,10316,Late Delivery,2022-12-03
2141,2837,XUV700,5,13848,No Issue,2024-02-10
2142,1839,Alto,3,2697,Late Delivery,2022-10-06
2143,2842,City,3,3061,Late Delivery,2024-05-18
2144,2560,Harrier,1,2247,Scratches,2022-04-19
2145,2617,Baleno,4,14287,AC Problem,2024-04-19
2146,4982,Seltos,1,12198,AC Problem,2023-08-03
2147,3617,Seltos,5,3919,Scratches,2022-11-23
2148,2978,Swift,3,3611,Scratches,2023-10-10
2149,3585,XUV700,1,10332,Engine Noise,2022-03-03
2150,2320,Creta,3,6192,Scratches,2022-06-20
2151,1043,Seltos,1,7774,Scratches,2022-05-01
2152,1596,Baleno,1,5663,High Service Cost,2023-04-29
2153,1021,City,2,13519,Scratches,2022-09-20
2154,4949,Alto,1,3377,Engine Noise,2022-05-18
2155,1225,Alto,3,14232,AC Problem,2023-05-31
2156,1548,Creta,1,9155,High Service Cost,2022-07-20
2157,1373,XUV700,4,8618,Engine Noise,2022-04-12
2158,3660,Swift,2,4863,Engine Noise,2024-10-05
2159,3701,Baleno,1,11742,High Service Cost,2022-01-19
2160,2027,Swift,4,12209,High Service Cost,2023-01-01
2161,3071,i20,3,10999,High Service Cost,2023-10-03
2162,2985,Seltos,4,13037,High Service Cost,2024-05-30
2163,2726,City,2,13631,Engine Noise,2024-08-06
2164,1832,Swift,3,6630,High Service Cost,2022-05-29
2165,4393,Harrier,1,4312,Late Delivery,2023-05-12
2166,2804,Ertiga,1,10863,AC Problem,2024-01-20
2167,3586,Alto,4,10496,Scratches,2022-01-07
2168,1371,Harrier,1,12668,Scratches,2022-11-29
2169,2616,Seltos,3,6879,AC Problem,2024-09-08
2170,4704,Seltos,3,3311,Late Delivery,2022-03-31
2171,2388,Seltos,1,13032,AC Problem,2023-08-06
2172,1912,Alto,4,14125,Engine Noise,2022-02-22
2173,2092,XUV700,1,14324,Engine Noise,2023-02-07
2174,4543,Seltos,5,9842,Scratches,2023-12-05
2175,4576,Harrier,1,6396,No Issue,2022-05-22
2176,2336,Ertiga,2,10327,AC Problem,2024-02-01
2177,2095,i20,1,8631,Late Delivery,2022-02-02
2178,2269,Seltos,5,5312,Late Delivery,2023-11-19
2179,1757,Alto,2,14462,Scratches,2024-05-25
2180,2788,XUV700,4,4851,High Service Cost,2022-05-29
2181,4947,Seltos,2,5032,AC Problem,2024-04-06
2182,2096,Seltos,3,4406,No Issue,2023-06-10
2183,3833,Harrier,5,14169,Engine Noise,2024-08-16
2184,4599,i20,3,12496,Engine Noise,2023-07-20
2185,4762,Swift,3,5065,Engine Noise,2023-11-16
2186,2887,Ertiga,2,9619,Engine Noise,2024-08-03
2187,4061,Alto,2,11433,Late Delivery,2023-10-03
2188,3087,City,3,13359,Late Delivery,2023-05-23
2189,4110,Baleno,4,9886,High Service Cost,2022-05-10
2190,4127,Alto,1,13862,Late Delivery,2024-02-06
2191,3932,XUV700,1,10322,High Service Cost,2023-10-15
2192,3792,i20,5,2626,High Service Cost,2024-09-24
2193,1565,XUV700,2,2287,Engine Noise,2023-02-07
2194,4243,Alto,1,7886,Engine Noise,2023-05-29
2195,1301,Seltos,4,4707,Late Delivery,2023-04-24
2196,4999,City,5,4103,Late Delivery,2024-10-30
2197,4561,Creta,2,12239,High Service Cost,2023-04-16
2198,4503,Baleno,1,4381,Scratches,2024-03-08
2199,2724,Ertiga,3,3634,Engine Noise,2024-01-06
2200,4009,Swift,4,11787,No Issue,2022-04-19
2201,1933,City,4,13447,Scratches,2022-10-27
2202,1554,Baleno,2,10878,Engine Noise,2023-09-15
2203,1003,i20,4,12903,Engine Noise,2023-02-18
2204,2284,i20,2,14291,Late Delivery,2024-07-21
2205,1880,Swift,4,3611,No Issue,2022-01-28
2206,4641,XUV700,1,12674,AC Problem,2023-07-17
2207,4620,Seltos,2,6062,No Issue,2022-08-01
2208,1409,Harrier,4,7513,Engine Noise,2024-02-20
2209,2770,City,1,10032,AC Problem,2022-06-03
2210,3312,Ertiga,1,7283,AC Problem,2024-05-21
2211,3062,Baleno,1,7929,High Service Cost,2022-06-07
2212,1087,Harrier,2,11186,No Issue,2024-07-08
2213,3007,Swift,2,3401,Scratches,2022-10-21
2214,1098,Creta,4,8191,High Service Cost,2023-03-29
2215,2007,Seltos,3,3553,Late Delivery,2024-02-23
2216,2640,Creta,3,8744,Engine Noise,2023-09-14
2217,1216,XUV700,5,13067,Engine Noise,2022-08-22
2218,3457,Harrier,3,13419,Scratches,2024-04-02
2219,1190,Creta,3,5570,Scratches,2022-06-26
2220,2238,Harrier,4,8295,AC Problem,2023-10-01
2221,2733,Baleno,2,10851,Late Delivery,2023-08-15
2222,1616,Creta,3,2964,Late Delivery,2022-02-21
2223,4098,Harrier,5,12266,AC Problem,2024-03-27
2224,2205,City,4,2987,AC Problem,2022-11-26
2225,3642,Alto,1,10804,No Issue,2024-02-24
2226,4230,Ertiga,1,9366,High Service Cost,2024-04-01
2227,3277,XUV700,5,4130,Engine Noise,2022-10-23
2228,4306,i20,2,9221,No Issue,2024-03-09
2229,3847,Seltos,1,13406,Late Delivery,2022-12-12
2230,4457,Creta,2,11468,Scratches,2022-06-03
2231,1529,i20,3,12336,No Issue,2022-08-20
2232,4355,Ertiga,3,6966,Scratches,2022-11-28
2233,1070,Alto,3,5506,AC Problem,2023-01-14
2234,4575,Harrier,1,9719,High Service Cost,2023-07-22
2235,2238,Harrier,1,10420,Scratches,2022-01-30
2236,3164,Harrier,2,3018,Engine Noise,2023-05-13
2237,1099,Ertiga,2,11412,High Service Cost,2023-05-09
2238,1599,Baleno,5,7290,Scratches,2023-07-18
2239,1859,XUV700,3,4879,No Issue,2024-01-10
2240,2688,Baleno,4,8657,Engine Noise,2023-11-25
2241,3342,Swift,4,5357,Engine Noise,2023-11-02
2242,4248,City,3,7734,Late Delivery,2023-12-05
2243,4203,i20,5,13296,Late Delivery,2022-06-27
2244,2004,Baleno,2,3546,No Issue,2023-02-16
2245,4891,Alto,1,3611,AC Problem,2024-01-06
2246,3681,Swift,5,5977,Late Delivery,2023-11-03
2247,2746,Harrier,5,7107,Scratches,2024-09-20
2248,4651,Swift,3,6149,AC Problem,2024-03-13
2249,3104,XUV700,2,12570,Late Delivery,2024-09-25
2250,4084,Alto,4,14792,Engine Noise,2023-03-21
2251,3240,Alto,4,14435,No Issue,2022-12-07
2252,4646,Creta,4,6612,Scratches,2024-03-10
2253,1993,Baleno,5,9662,Engine Noise,2024-10-28
2254,4910,i20,1,12519,Engine Noise,2023-06-19
2255,4581,Seltos,2,6511,High Service Cost,2024-09-08
2256,2176,City,1,2555,Late Delivery,2024-01-05
2257,2046,Seltos,4,10397,AC Problem,2024-08-07
2258,1029,i20,1,11193,Scratches,2023-07-02
2259,4440,Baleno,5,5863,No Issue,2022-11-08
2260,2724,Baleno,3,2117,No Issue,2024-08-26
2261,4462,City,1,4527,No Issue,2022-08-15
2262,3357,City,1,5851,High Service Cost,2024-02-08
2263,2644,Seltos,1,5761,Scratches,2023-12-22
2264,4472,i20,4,13092,Engine Noise,2022-09-06
2265,2376,Baleno,1,7490,AC Problem,2022-09-18
2266,1571,Harrier,2,8371,High Service Cost,2022-02-27
2267,1065,XUV700,5,11650,AC Problem,2022-03-14
2268,3213,Ertiga,2,7236,AC Problem,2024-05-02
2269,2515,i20,2,12893,Late Delivery,2023-06-18
2270,4724,Baleno,4,7703,Engine Noise,2022-02-22
2271,1563,i20,1,6636,No Issue,2023-07-23
2272,1179,XUV700,5,11240,Late Delivery,2024-06-12
2273,3591,City,5,8230,Scratches,2022-04-13
2274,1725,Swift,5,5000,Scratches,2024-03-29
2275,1776,i20,1,9422,AC Problem,2024-07-06
2276,2040,Swift,5,7515,High Service Cost,2023-01-05
2277,3173,i20,5,4225,Scratches,2023-10-09
2278,1081,City,3,12379,No Issue,2024-04-11
2279,4111,Seltos,3,11297,High Service Cost,2022-01-25
2280,2639,Creta,5,7987,High Service Cost,2024-04-16
2281,4290,Creta,2,14719,No Issue,2024-07-16
2282,4018,Seltos,1,4993,Scratches,2023-03-28
2283,2205,Creta,2,10722,Late Delivery,2023-12-08
2284,4967,Ertiga,2,14655,High Service Cost,2024-06-13
2285,3485,Seltos,1,6862,Late Delivery,2023-11-14
2286,4739,Swift,1,12292,Late Delivery,2023-11-17
2287,1967,Seltos,4,14834,Late Delivery,2022-10-17
2288,2713,Swift,4,5440,AC Problem,2023-08-03
2289,3577,City,4,14954,Late Delivery,2022-05-19
2290,2676,City,5,13842,No Issue,2023-05-13
2291,2184,Creta,5,3996,Engine Noise,2024-04-20
2292,2934,Seltos,5,10933,Scratches,2023-02-10
2293,4797,Seltos,4,3074,Engine Noise,2023-03-22
2294,3046,Ertiga,1,9528,AC Problem,2023-11-08
2295,3981,i20,5,13154,Engine Noise,2024-06-24
2296,3781,Creta,1,12895,High Service Cost,2024-03-30
2297,4845,Harrier,4,2866,Engine Noise,2023-04-25
2298,1556,Seltos,1,5782,Engine Noise,2022-10-11
2299,2210,Harrier,5,12324,No Issue,2023-10-05
2300,4425,Baleno,1,11384,Late Delivery,2022-04-07
2301,4446,Harrier,4,6021,Engine Noise,2023-03-29
2302,2490,XUV700,5,12269,Engine Noise,2023-01-28
2303,3288,Harrier,5,11362,AC Problem,2023-01-21
2304,2760,i20,4,6183,High Service Cost,2022-06-14
2305,3381,Seltos,2,9469,Scratches,2023-06-15
2306,1047,Ertiga,3,2590,High Service Cost,2024-03-05
2307,4182,Swift,4,9191,Scratches,2023-03-26
2308,4666,Alto,1,13683,Scratches,2023-05-29
2309,4175,Swift,2,4224,Scratches,2023-02-09
2310,1462,City,4,9354,No Issue,2023-06-06
2311,2097,Swift,3,7333,No Issue,2024-08-11
2312,4638,i20,5,8133,Late Delivery,2023-09-10
2313,3364,i20,3,12831,Scratches,2022-01-17
2314,3049,Harrier,3,6845,No Issue,2022-07-23
2315,4825,City,4,11808,No Issue,2024-10-27
2316,3419,Ertiga,5,13460,AC Problem,2024-10-30
2317,2793,i20,5,6904,AC Problem,2024-02-23
2318,4540,Baleno,3,6898,AC Problem,2022-01-13
2319,2867,Seltos,4,4495,Engine Noise,2022-07-08
2320,2033,Ertiga,5,11396,Scratches,2022-05-24
2321,1587,Baleno,5,10356,High Service Cost,2022-10-13
2322,1422,Harrier,1,4483,AC Problem,2022-11-24
2323,4329,Seltos,3,5601,Engine Noise,2023-11-26
2324,2656,City,2,14052,No Issue,2024-05-30
2325,3880,i20,3,5327,No Issue,2023-03-12
2326,4009,Swift,4,12048,No Issue,2024-09-17
2327,3774,XUV700,5,4000,No Issue,2022-11-27
2328,1475,i20,5,7255,High Service Cost,2024-02-14
2329,1244,Harrier,1,6572,Late Delivery,2024-08-07
2330,4408,i20,5,8896,Late Delivery,2022-11-14
2331,3739,Harrier,5,7233,Scratches,2024-09-04
2332,1487,Alto,2,14644,AC Problem,2022-07-08
2333,3900,Creta,3,4364,No Issue,2024-04-24
2334,2835,i20,5,10123,Scratches,2023-03-16
2335,2825,City,4,7828,High Service Cost,2022-02-03
2336,2096,Ertiga,2,3210,Scratches,2022-04-28
2337,4792,i20,2,8846,Late Delivery,2022-01-24
2338,1752,Ertiga,1,13205,Late Delivery,2024-02-18
2339,2897,Baleno,4,3798,AC Problem,2024-09-14
2340,4756,Swift,2,2546,Late Delivery,2022-05-09
2341,1927,Seltos,3,10233,Scratches,2022-07-31
2342,2028,Alto,4,3748,No Issue,2023-03-29
2343,2485,City,3,9452,Engine Noise,2022-06-10
2344,2389,Harrier,1,13418,Late Delivery,2024-10-29
2345,4566,XUV700,1,8437,Scratches,2022-02-01
2346,3264,Swift,5,8913,Engine Noise,2023-09-13
2347,2237,i20,3,3560,Late Delivery,2024-06-20
2348,1958,Swift,3,5777,Late Delivery,2022-09-02
2349,2348,XUV700,1,8202,High Service Cost,2022-09-13
2350,3357,Swift,3,9785,Late Delivery,2024-01-14
2351,3085,Seltos,4,4566,Engine Noise,2022-04-13
2352,1904,Creta,5,9856,Engine Noise,2024-09-11
2353,2084,Baleno,5,14483,No Issue,2023-06-21
2354,2118,XUV700,4,9019,Engine Noise,2023-09-12
2355,3280,i20,2,3767,Scratches,2022-01-27
2356,2812,Seltos,3,3320,Scratches,2023-10-13
2357,2571,Creta,2,14722,AC Problem,2022-05-14
2358,1512,i20,2,5944,AC Problem,2022-10-20
2359,3197,i20,3,11947,AC Problem,2023-12-29
2360,4542,Alto,1,14055,Late Delivery,2023-12-16
2361,3262,Creta,3,7411,No Issue,2022-04-16
2362,3446,City,1,14768,Late Delivery,2023-04-22
2363,2581,Ertiga,4,9151,No Issue,2024-08-25
2364,2600,i20,1,7908,High Service Cost,2024-06-06
2365,4077,Alto,2,10474,No Issue,2024-10-30
2366,2959,Harrier,2,6692,High Service Cost,2023-12-28
2367,4152,Swift,2,8362,AC Problem,2022-05-26
2368,3236,Harrier,1,9044,High Service Cost,2024-06-04
2369,2686,Swift,2,8004,Late Delivery,2024-01-05
2370,1659,Ertiga,5,5810,Scratches,2023-05-05
2371,1027,i20,3,8101,No Issue,2023-12-25
2372,3724,Harrier,2,2826,Late Delivery,2022-02-17
2373,3001,Harrier,1,6003,High Service Cost,2022-04-13
2374,1134,Swift,2,10481,High Service Cost,2024-09-09
2375,2789,Baleno,1,10755,Engine Noise,2022-04-21
2376,1304,City,3,6597,Engine Noise,2022-11-18
2377,3542,Creta,1,9676,No Issue,2024-02-02
2378,1723,XUV700,3,10845,Scratches,2024-10-06
2379,4351,Ertiga,2,5130,Engine Noise,2024-07-29
2380,4151,XUV700,5,3080,AC Problem,2024-07-25
2381,4852,i20,2,11847,AC Problem,2022-12-09
2382,3907,Baleno,3,5108,High Service Cost,2023-09-24
2383,3438,Baleno,4,5769,Late Delivery,2022-10-11
2384,4086,City,4,10658,Scratches,2024-02-15
2385,3646,Harrier,4,6895,No Issue,2024-01-07
2386,3966,Ertiga,2,14051,Late Delivery,2024-02-05
2387,1891,i20,1,5534,No Issue,2024-05-29
2388,3270,Swift,5,9868,Late Delivery,2023-11-27
2389,4908,Ertiga,5,4027,Late Delivery,2024-03-15
2390,4674,Harrier,2,13448,Scratches,2024-07-03
2391,3027,Creta,3,5692,No Issue,2023-03-19
2392,1827,Baleno,2,13607,Engine Noise,2022-09-05
2393,3313,Creta,4,13092,Late Delivery,2024-07-19
2394,4890,Baleno,3,12159,AC Problem,2022-04-28
2395,2343,City,5,8026,Late Delivery,2022-04-02
2396,4177,Baleno,2,4660,AC Problem,2024-04-27
2397,3300,Seltos,1,8289,Engine Noise,2024-09-10
2398,1198,i20,1,4252,Scratches,2022-03-20
2399,4127,Creta,5,4026,Scratches,2023-11-26
2400,3975,Ertiga,3,14745,Scratches,2023-12-14
2401,1406,Alto,4,12926,High Service Cost,2022-07-24
2402,2461,Alto,1,3254,High Service Cost,2024-03-28
2403,2774,Harrier,1,11483,Scratches,2023-06-25
2404,2480,Ertiga,2,11137,Scratches,2024-04-05
2405,2500,Swift,5,11978,Engine Noise,2022-01-23
2406,2370,Ertiga,1,9525,High Service Cost,2022-05-13
2407,1485,Baleno,2,10680,AC Problem,2022-02-28
2408,3900,Creta,3,8767,No Issue,2024-02-12
2409,1362,Alto,1,14327,Scratches,2023-03-18
2410,4801,City,5,6825,Scratches,2022-10-09
2411,1211,Seltos,2,10939,Scratches,2024-08-12
2412,1700,Alto,3,11814,Late Delivery,2023-09-13
2413,4918,City,2,2355,High Service Cost,2023-07-10
2414,3924,Alto,4,8298,No Issue,2023-12-17
2415,3661,Alto,5,4739,Late Delivery,2022-04-16
2416,1915,City,5,11807,Late Delivery,2022-08-07
2417,2460,City,1,13782,No Issue,2024-07-10
2418,1142,City,2,13002,No Issue,2023-07-10
2419,4356,Alto,3,5148,No Issue,2023-12-30
2420,2093,Baleno,1,10907,No Issue,2022-11-01
2421,2871,Swift,5,5930,AC Problem,2022-04-01
2422,4648,City,2,9648,No Issue,2023-05-11
2423,1957,XUV700,3,6766,AC Problem,2023-11-28
2424,2733,Creta,5,7258,Scratches,2022-05-14
2425,2551,Harrier,3,6496,AC Problem,2023-02-11
2426,2333,XUV700,2,14517,AC Problem,2022-12-04
2427,1864,i20,3,13585,No Issue,2024-10-18
2428,2286,i20,1,14354,No Issue,2022-10-28
2429,1059,Creta,1,8257,High Service Cost,2023-05-31
2430,1521,Ertiga,2,10087,Scratches,2022-04-07
2431,1308,Creta,5,8103,Late Delivery,2024-08-10
2432,2543,Alto,4,7132,Scratches,2022-08-24
2433,2405,i20,4,10085,Engine Noise,2022-05-17
2434,3388,Swift,4,11874,No Issue,2023-05-15
2435,2625,Ertiga,5,13485,Late Delivery,2022-07-14
2436,2572,Harrier,1,11638,Engine Noise,2022-10-01
2437,3001,Swift,1,9188,AC Problem,2023-05-17
2438,1899,i20,1,11711,Late Delivery,2024-09-30
2439,2107,Harrier,2,6310,Scratches,2022-11-17
2440,4305,Alto,1,7263,AC Problem,2024-07-08
2441,1761,Alto,1,4537,Engine Noise,2022-06-30
2442,1239,Harrier,1,6998,AC Problem,2023-03-02
2443,4175,Creta,4,10531,AC Problem,2024-03-31
2444,4794,Creta,3,10303,AC Problem,2024-09-26
2445,1224,Swift,1,14669,No Issue,2023-07-28
2446,1278,XUV700,3,5737,No Issue,2024-09-21
2447,2416,Baleno,1,6181,Engine Noise,2022-05-20
2448,2701,Creta,4,6456,Scratches,2022-02-18
2449,4884,Harrier,4,2483,Engine Noise,2023-05-12
2450,3476,City,3,14761,Scratches,2022-11-20
2451,1401,City,4,11072,Late Delivery,2024-07-07
2452,3093,XUV700,2,5102,Scratches,2022-12-17
2453,3561,Ertiga,5,9527,Engine Noise,2022-10-05
2454,4247,XUV700,5,2167,Engine Noise,2023-07-19
2455,4071,Harrier,1,9450,Late Delivery,2022-06-03
2456,4856,City,4,9048,AC Problem,2023-03-01
2457,4701,Swift,5,9115,Engine Noise,2022-10-29
2458,2807,Swift,3,10028,High Service Cost,2023-06-25
2459,2389,XUV700,3,5291,AC Problem,2024-07-02
2460,2196,Harrier,3,3735,Engine Noise,2023-11-02
2461,1303,Baleno,1,14654,High Service Cost,2022-01-09
2462,3199,Ertiga,5,9280,Engine Noise,2023-04-25
2463,3398,City,5,11740,Engine Noise,2024-02-15
2464,1704,Harrier,5,8093,Late Delivery,2022-03-09
2465,1091,Ertiga,3,14859,AC Problem,2022-10-29
2466,4232,Swift,3,2846,High Service Cost,2022-09-30
2467,3153,Creta,1,13144,Late Delivery,2023-06-17
2468,3788,City,2,2887,High Service Cost,2023-07-14
2469,2126,Baleno,5,12108,High Service Cost,2024-02-03
2470,3179,i20,1,8507,No Issue,2023-06-01
2471,3816,City,3,11503,High Service Cost,2023-04-23
2472,2312,Seltos,2,6053,Late Delivery,2023-06-02
2473,1457,Baleno,4,5126,Late Delivery,2024-01-12
2474,1898,Baleno,2,13506,Scratches,2024-08-25
2475,4172,i20,1,12392,AC Problem,2024-08-01
2476,2836,Ertiga,2,6264,AC Problem,2022-02-15
2477,4092,i20,3,3817,AC Problem,2024-10-20
2478,1248,Seltos,2,5180,Engine Noise,2023-09-16
2479,3239,Ertiga,3,7020,No Issue,2023-03-23
2480,3632,Baleno,2,4943,Engine Noise,2023-10-05
2481,4384,i20,1,8179,Late Delivery,2023-11-02
2482,1167,Harrier,4,8867,No Issue,2023-01-14
2483,2597,Creta,5,5936,High Service Cost,2023-09-07
2484,3218,Seltos,2,8202,AC Problem,2023-10-09
2485,4704,Harrier,4,7610,Late Delivery,2022-01-16
2486,2239,Ertiga,2,13937,Late Delivery,2023-08-27
2487,2532,Alto,4,14037,Late Delivery,2023-10-17
2488,2197,Baleno,3,5742,Late Delivery,2024-02-14
2489,2991,XUV700,4,11954,No Issue,2022-12-21
2490,3583,Ertiga,5,11375,Engine Noise,2023-04-24
2491,1407,Baleno,4,4857,Engine Noise,2023-09-02
2492,1500,City,5,5896,AC Problem,2023-01-20
2493,2161,City,5,12568,High Service Cost,2023-12-19
2494,1098,Swift,4,12797,Late Delivery,2023-06-15
2495,3883,Seltos,5,7487,AC Problem,2022-07-11
2496,4128,Swift,5,7082,Late Delivery,2023-10-04
2497,3294,Swift,3,10535,AC Problem,2022-01-23
2498,3731,Alto,1,9479,Engine Noise,2023-11-27
2499,1712,Harrier,3,8065,AC Problem,2024-04-28
2500,4914,Creta,1,10826,High Service Cost,2022-06-08
2501,1106,Harrier,1,3237,AC Problem,2024-10-11
2502,2071,Alto,3,5229,Scratches,2022-09-25
2503,3892,City,5,14451,No Issue,2023-09-25
2504,4994,XUV700,3,6377,AC Problem,2023-11-06
2505,4357,Harrier,5,4177,AC Problem,2024-10-24
2506,1045,Swift,3,7481,Engine Noise,2024-03-06
2507,3443,Swift,3,4923,No Issue,2024-10-25
2508,4191,Harrier,2,8406,Engine Noise,2024-10-01
2509,4131,i20,4,7274,High Service Cost,2022-07-31
2510,2170,Ertiga,3,3328,Late Delivery,2022-06-27
2511,3663,XUV700,4,12285,Scratches,2022-06-23
2512,2603,i20,5,7367,No Issue,2024-01-25
2513,1949,i20,2,11428,Scratches,2023-09-15
2514,4568,Ertiga,2,3433,Late Delivery,2023-10-06
2515,3721,Seltos,1,14279,Engine Noise,2022-01-31
2516,4798,Ertiga,4,12193,High Service Cost,2022-01-04
2517,2141,XUV700,2,3856,Late Delivery,2024-06-09
